t,fr,fl,br,bl,pitch,roll,yaw,pp,pi,pd,rp,ri,rd,ch3
72870,1059.8562,1068.0000,1064.0000,1072.1437,2.9375,6.3750,34.6875,-0.5875,-1.4844,0.0000,-1.2750,-3.2969,0.5000,1366
72910,1060.8656,1069.5406,1064.4593,1073.1343,2.8125,6.2500,34.5625,-0.5625,-1.4844,0.2500,-1.2500,-3.3375,0.2500,1367
72950,1062.9030,1071.2844,1066.7155,1075.0969,2.7500,6.0625,34.5000,-0.5500,-1.4812,0.1250,-1.2125,-3.3531,0.3750,1369
72990,1063.8344,1072.1093,1067.8906,1076.1655,2.7500,5.8750,34.5000,-0.5500,-1.4781,0.0000,-1.1750,-3.3375,0.3750,1370
73030,1064.1968,1072.3155,1067.6844,1075.8031,2.6250,5.6875,34.3750,-0.5250,-1.4687,0.2500,-1.1375,-3.2969,0.3750,1370
73070,1064.0656,1071.9843,1068.0156,1075.9343,2.6250,5.5000,34.3750,-0.5250,-1.4500,0.0000,-1.1000,-3.2344,0.3750,1370
73110,1064.2031,1071.8906,1068.1093,1075.7968,2.6250,5.3125,34.3125,-0.5250,-1.4281,0.0000,-1.0625,-3.1563,0.3750,1370
73150,1064.4843,1071.6530,1068.3469,1075.5156,2.6250,5.0625,34.2500,-0.5250,-1.4062,0.0000,-1.0125,-3.0719,0.5000,1370
73191,1064.3750,1071.8061,1068.1938,1075.6250,2.6250,4.9375,34.2500,-0.5250,-1.3844,0.0000,-0.9875,-2.9781,0.2500,1370
73231,1064.6500,1071.5687,1068.4312,1075.3499,2.6250,4.7500,34.2500,-0.5250,-1.3656,0.0000,-0.9500,-2.8844,0.3750,1370
73271,1063.2469,1070.1781,1067.8218,1074.7530,2.8125,4.6250,34.2500,-0.5625,-1.3500,-0.3750,-0.9250,-2.7906,0.2500,1369
73311,1062.6031,1069.5843,1066.4156,1073.3968,2.8125,4.5625,34.1875,-0.5625,-1.3437,0.0000,-0.9125,-2.7031,0.1250,1368
73350,1060.4249,1067.2125,1064.7874,1071.5750,2.9375,4.5000,34.2500,-0.5875,-1.3437,-0.2500,-0.9000,-2.6188,0.1250,1366
73391,1059.6187,1066.2249,1063.7750,1070.3812,3.0000,4.4375,34.2500,-0.6000,-1.3531,-0.1250,-0.8875,-2.5406,0.1250,1365
73431,1058.6782,1065.3906,1062.6093,1069.3217,3.0000,4.4375,34.2500,-0.6000,-1.3656,0.0000,-0.8875,-2.4688,0.0000,1364
73470,1060.5844,1067.1718,1064.8281,1071.4155,3.0625,4.4375,34.3125,-0.6125,-1.3844,-0.1250,-0.8875,-2.4063,0.0000,1366
73509,1061.7406,1068.2218,1065.7781,1072.2593,3.0625,4.4375,34.3125,-0.6125,-1.4062,0.0000,-0.8875,-2.3531,0.0000,1367
73550,1063.7624,1070.1562,1067.8437,1074.2375,3.0625,4.4375,34.4375,-0.6125,-1.4281,0.0000,-0.8875,-2.3094,0.0000,1369
73591,1064.4969,1071.1031,1068.8968,1075.5030,3.1250,4.5000,34.5000,-0.6250,-1.4500,-0.1250,-0.9000,-2.2781,-0.1250,1370
73631,1065.4687,1072.3312,1069.6687,1076.5312,3.1250,4.6250,34.5625,-0.6250,-1.4750,0.0000,-0.9250,-2.2563,-0.2500,1371
73671,1066.6999,1073.3249,1070.6750,1077.3000,3.0625,4.6875,34.6875,-0.6125,-1.5000,0.1250,-0.9375,-2.2500,-0.1250,1372
73710,1067.4094,1074.3405,1071.6594,1078.5905,3.0625,4.8125,34.7500,-0.6125,-1.5125,0.0000,-0.9625,-2.2531,-0.2500,1373
73750,1068.4968,1075.5031,1072.4968,1079.5031,3.0000,4.9375,34.8125,-0.6000,-1.5250,0.1250,-0.9875,-2.2656,-0.2500,1374
73791,1069.1843,1076.2844,1073.7155,1080.8156,3.0625,5.0625,34.9375,-0.6125,-1.5281,-0.1250,-1.0125,-2.2875,-0.2500,1375
73831,1070.1124,1077.5999,1074.4000,1081.8875,3.0625,5.2500,35.0000,-0.6125,-1.5312,0.0000,-1.0500,-2.3188,-0.3750,1376
73871,1070.1687,1077.8125,1074.1875,1081.8312,3.0000,5.4375,35.0000,-0.6000,-1.5344,0.1250,-1.0875,-2.3594,-0.3750,1376
73910,1069.0969,1076.6406,1073.3593,1080.9030,3.0000,5.5625,35.1250,-0.6000,-1.5312,0.0000,-1.1125,-2.4094,-0.2500,1375
73950,1067.8812,1075.5875,1072.4124,1080.1187,3.0625,5.6875,35.1250,-0.6125,-1.5281,-0.1250,-1.1375,-2.4656,-0.2500,1374
73991,1068.1937,1076.0750,1071.9249,1079.8062,2.9375,5.8125,35.1250,-0.5875,-1.5281,0.2500,-1.1625,-2.5281,-0.2500,1374
74031,1067.0000,1074.5124,1071.4875,1079.0000,3.0000,5.8125,35.1875,-0.6000,-1.5188,-0.1250,-1.1625,-2.5938,0.0000,1373
74071,1067.2093,1074.8406,1071.1593,1078.7906,2.9375,5.8125,35.1875,-0.5875,-1.5125,0.1250,-1.1625,-2.6531,0.0000,1373
74109,1069.0344,1076.7780,1073.2219,1080.9655,2.9375,5.8125,35.1875,-0.5875,-1.5062,0.0000,-1.1625,-2.7094,0.0000,1375
74149,1071.1281,1078.4218,1075.5781,1082.8718,3.0000,5.6875,35.1875,-0.6000,-1.5000,-0.1250,-1.1375,-2.7594,0.2500,1377
74191,1074.2406,1081.8343,1078.1656,1085.7593,2.9375,5.6250,35.1875,-0.5875,-1.5000,0.1250,-1.1250,-2.7969,0.1250,1380
74231,1076.2436,1083.5937,1080.4062,1087.7563,2.9375,5.5000,35.1875,-0.5875,-1.4937,0.0000,-1.1000,-2.8250,0.2500,1382
74271,1079.2625,1086.5875,1083.4124,1090.7374,2.9375,5.3750,35.1250,-0.5875,-1.4875,0.0000,-1.0750,-2.8375,0.2500,1385
74311,1080.2938,1087.8375,1084.1624,1091.7061,2.8750,5.3125,35.0625,-0.5750,-1.4844,0.1250,-1.0625,-2.8344,0.1250,1386
74350,1081.0625,1088.5561,1085.4438,1092.9375,2.9375,5.2500,35.0000,-0.5875,-1.4781,-0.1250,-1.0500,-2.8219,0.1250,1387
74391,1080.9531,1089.2031,1084.7968,1093.0468,2.8750,5.3750,34.8750,-0.5750,-1.4719,0.1250,-1.0750,-2.8000,-0.2500,1387
74431,1080.6906,1089.2219,1084.7780,1093.3093,2.8750,5.5625,34.7500,-0.5750,-1.4687,0.0000,-1.1125,-2.7781,-0.3750,1387
74471,1080.3968,1088.9781,1085.0218,1093.6031,3.0000,5.7500,34.6875,-0.6000,-1.4625,-0.2500,-1.1500,-2.7656,-0.3750,1387
74510,1079.4718,1088.3968,1083.6031,1092.5281,3.0000,6.0000,34.5000,-0.6000,-1.4656,0.0000,-1.2000,-2.7625,-0.5000,1386
74550,1078.4093,1087.7281,1082.2718,1091.5906,2.9375,6.3125,34.3750,-0.5875,-1.4687,0.1250,-1.2625,-2.7719,-0.6250,1385
74591,1077.1937,1086.7000,1081.2999,1090.8062,2.9375,6.6250,34.2500,-0.5875,-1.4656,0.0000,-1.3250,-2.8031,-0.6250,1384
74630,1075.2187,1084.6750,1079.3249,1088.7812,2.9375,6.8750,34.1250,-0.5875,-1.4656,0.0000,-1.3750,-2.8531,-0.5000,1382
74670,1074.0999,1083.5186,1078.4813,1087.9000,3.0000,7.0625,34.0000,-0.6000,-1.4656,-0.1250,-1.4125,-2.9219,-0.3750,1381
74710,1074.3750,1083.7624,1078.2375,1087.6250,2.9375,7.1875,33.8125,-0.5875,-1.4687,0.1250,-1.4375,-3.0063,-0.2500,1381
74749,1075.4031,1084.4781,1079.5218,1088.5968,2.9375,7.1875,33.6875,-0.5875,-1.4719,0.0000,-1.4375,-3.1000,0.0000,1382
74790,1076.3062,1085.2999,1080.7000,1089.6937,3.0000,7.1250,33.5000,-0.6000,-1.4719,-0.1250,-1.4250,-3.1969,0.1250,1383
74830,1077.4875,1086.3562,1081.6437,1090.5124,3.0000,7.0000,33.3125,-0.6000,-1.4781,0.0000,-1.4000,-3.2844,0.2500,1384
74870,1079.4343,1088.1218,1083.8781,1092.5656,3.0625,6.8125,33.1875,-0.6125,-1.4844,-0.1250,-1.3625,-3.3563,0.3750,1386
74910,1081.2656,1090.2592,1085.7407,1094.7343,3.1250,6.6875,33.0625,-0.6250,-1.4875,-0.1250,-1.3375,-3.4094,0.2500,1388
74950,1083.0999,1092.6624,1087.3375,1096.9000,3.1250,6.6875,32.8750,-0.6250,-1.4937,0.0000,-1.3375,-3.4438,0.0000,1390
74990,1084.9343,1094.5344,1089.4655,1099.0656,3.1875,6.6875,32.7500,-0.6375,-1.5031,-0.1250,-1.3375,-3.4625,0.0000,1392
75030,1086.6312,1096.7874,1091.2125,1101.3687,3.2500,6.8125,32.6250,-0.6500,-1.5156,-0.1250,-1.3625,-3.4656,-0.2500,1394
75070,1087.5811,1098.0562,1091.9437,1102.4188,3.2500,7.0000,32.4375,-0.6500,-1.5312,0.0000,-1.4000,-3.4625,-0.3750,1395
75110,1088.3968,1098.9405,1093.0594,1103.6031,3.3125,7.1875,32.3125,-0.6625,-1.5437,-0.1250,-1.4375,-3.4594,-0.3750,1396
75150,1087.3281,1098.2219,1091.7780,1102.6718,3.3125,7.4375,32.1875,-0.6625,-1.5625,0.0000,-1.4875,-3.4594,-0.5000,1395
75190,1085.6594,1096.1281,1089.8718,1100.3405,3.2500,7.5625,32.0000,-0.6500,-1.5813,0.1250,-1.5125,-3.4719,-0.2500,1393
75230,1084.3375,1095.1749,1088.8250,1099.6624,3.2500,7.7500,31.8750,-0.6500,-1.5937,0.0000,-1.5500,-3.4938,-0.3750,1392
75270,1083.6625,1094.3750,1087.6250,1098.3374,3.1250,7.8750,31.7500,-0.6250,-1.6062,0.2500,-1.5750,-3.5313,-0.2500,1391
75310,1082.6062,1093.1999,1086.8000,1097.3937,3.0625,7.9375,31.6250,-0.6125,-1.6094,0.1250,-1.5875,-3.5844,-0.1250,1390
75350,1082.4094,1092.8781,1087.1218,1097.5905,3.1250,7.9375,31.5000,-0.6250,-1.6062,-0.1250,-1.5875,-3.6469,0.0000,1390
75389,1083.6093,1094.4780,1087.5219,1098.3906,3.0000,8.0000,31.3750,-0.6000,-1.6062,0.2500,-1.6000,-3.7094,-0.1250,1391
75430,1084.5655,1095.0406,1088.9593,1099.4344,3.0000,7.9375,31.2500,-0.6000,-1.5969,0.0000,-1.5875,-3.7750,0.1250,1392
75470,1085.6718,1095.9594,1090.0405,1100.3281,3.0000,7.8125,31.1875,-0.6000,-1.5844,0.0000,-1.5625,-3.8312,0.2500,1393
75510,1087.5312,1098.3999,1091.6000,1102.4687,2.9375,7.8125,31.0625,-0.5875,-1.5719,0.1250,-1.5625,-3.8719,0.0000,1395
75550,1088.5312,1099.1875,1092.8125,1103.4687,2.9375,7.7500,31.0000,-0.5875,-1.5531,0.0000,-1.5500,-3.9031,0.1250,1396
75590,1088.4093,1099.0718,1092.9281,1103.5906,3.0000,7.6875,31.0000,-0.6000,-1.5344,-0.1250,-1.5375,-3.9188,0.1250,1396
75630,1088.5531,1099.4781,1092.5218,1103.4468,2.9375,7.6875,30.8750,-0.5875,-1.5219,0.1250,-1.5375,-3.9250,0.0000,1396
75670,1088.3094,1099.2281,1092.7718,1103.6905,3.0000,7.6875,30.8125,-0.6000,-1.5062,-0.1250,-1.5375,-3.9219,0.0000,1396
75710,1088.4500,1099.3499,1092.6500,1103.5499,3.0000,7.6875,30.8125,-0.6000,-1.5000,0.0000,-1.5375,-3.9125,0.0000,1396
75751,1088.3281,1099.4780,1092.5219,1103.6718,3.0000,7.7500,30.7500,-0.6000,-1.4969,0.0000,-1.5500,-3.9000,-0.1250,1396
75791,1087.3311,1098.2125,1091.7874,1102.6688,3.0625,7.7500,30.7500,-0.6125,-1.4906,-0.1250,-1.5500,-3.8906,0.0000,1395
75831,1086.6030,1097.7343,1090.2656,1101.3969,2.9375,7.8125,30.7500,-0.5875,-1.4937,0.2500,-1.5625,-3.8781,-0.1250,1394
75871,1085.4874,1096.6312,1089.3687,1100.5125,2.8750,7.8750,30.7500,-0.5750,-1.4906,0.1250,-1.5750,-3.8719,-0.1250,1393
75910,1084.3531,1095.5281,1088.4718,1099.6468,2.8750,7.9375,30.7500,-0.5750,-1.4844,0.0000,-1.5875,-3.8750,-0.1250,1392
75952,1083.6125,1094.8249,1087.1750,1098.3874,2.7500,8.0000,30.8125,-0.5500,-1.4812,0.2500,-1.6000,-3.8813,-0.1250,1391
75991,1084.6219,1095.3343,1088.6656,1099.3780,2.7500,7.9375,30.8750,-0.5500,-1.4719,0.0000,-1.5875,-3.8937,0.1250,1392
76030,1085.3593,1096.6218,1089.3781,1100.6406,2.7500,8.0000,30.8750,-0.5500,-1.4594,0.0000,-1.6000,-3.9063,-0.1250,1393
76070,1086.6156,1097.3843,1090.6156,1101.3843,2.7500,7.9375,30.9375,-0.5500,-1.4500,0.0000,-1.5875,-3.9219,0.1250,1394
76110,1088.3531,1099.3968,1092.6031,1103.6468,2.8125,7.9375,31.0000,-0.5625,-1.4375,-0.1250,-1.5875,-3.9344,0.0000,1396
76151,1089.3374,1100.4062,1093.5937,1104.6625,2.8750,7.9375,31.1250,-0.5750,-1.4281,-0.1250,-1.5875,-3.9469,0.0000,1397
76191,1091.1843,1102.5468,1095.4531,1106.8156,2.9375,8.0000,31.1875,-0.5875,-1.4219,-0.1250,-1.6000,-3.9562,-0.1250,1399
76231,1091.1530,1102.5656,1095.4343,1106.8469,3.0000,8.0625,31.3125,-0.6000,-1.4156,-0.1250,-1.6125,-3.9688,-0.1250,1399
76270,1091.1125,1102.5749,1095.4250,1106.8874,3.0625,8.1250,31.3750,-0.6125,-1.4187,-0.1250,-1.6250,-3.9813,-0.1250,1399
76310,1091.0656,1102.5781,1095.4218,1106.9343,3.1250,8.1875,31.5000,-0.6250,-1.4281,-0.1250,-1.6375,-3.9938,-0.1250,1399
76351,1091.0156,1102.5781,1095.4218,1106.9843,3.1875,8.2500,31.5625,-0.6375,-1.4406,-0.1250,-1.6500,-4.0062,-0.1250,1399
76391,1090.9561,1102.5687,1095.4312,1107.0438,3.2500,8.3125,31.6250,-0.6500,-1.4625,-0.1250,-1.6625,-4.0188,-0.1250,1399
76431,1090.3000,1101.6999,1094.3000,1105.6999,3.1875,8.3125,31.6875,-0.6375,-1.4875,0.1250,-1.6625,-4.0375,0.0000,1398
76470,1089.1374,1100.2937,1093.7062,1104.8625,3.2500,8.2500,31.7500,-0.6500,-1.5094,-0.1250,-1.6500,-4.0531,0.1250,1397
76510,1088.2343,1099.3969,1092.6030,1103.7656,3.2500,8.1875,31.8125,-0.6500,-1.5344,0.0000,-1.6375,-4.0687,0.1250,1396
76551,1087.0749,1098.2375,1091.7624,1102.9250,3.3125,8.1250,31.8750,-0.6625,-1.5562,-0.1250,-1.6250,-4.0813,0.1250,1395
76591,1086.3187,1097.2000,1090.7999,1101.6812,3.3125,8.0000,31.9375,-0.6625,-1.5781,0.0000,-1.6000,-4.0906,0.2500,1394
76631,1086.0499,1097.4312,1090.5687,1101.9500,3.3125,8.0000,31.9375,-0.6625,-1.5969,0.0000,-1.6000,-4.0906,0.0000,1394
76669,1087.1749,1098.2750,1091.7249,1102.8250,3.3125,7.9375,32.0000,-0.6625,-1.6125,0.0000,-1.5875,-4.0875,0.1250,1395
76709,1088.9093,1100.2406,1093.7593,1105.0906,3.3750,7.9375,32.0625,-0.6750,-1.6250,-0.1250,-1.5875,-4.0781,0.0000,1397
76751,1090.0344,1101.0656,1094.9343,1105.9655,3.4375,7.8750,32.0625,-0.6875,-1.6375,-0.1250,-1.5750,-4.0656,0.1250,1398
76791,1091.1782,1102.4218,1095.5781,1106.8217,3.3750,7.8750,32.1250,-0.6750,-1.6500,0.1250,-1.5750,-4.0469,0.0000,1399
76831,1092.2061,1103.1312,1096.8687,1107.7938,3.3750,7.8125,32.1250,-0.6750,-1.6562,0.0000,-1.5625,-4.0250,0.1250,1400
76870,1092.0969,1103.2219,1096.7780,1107.9030,3.3750,7.8125,32.1875,-0.6750,-1.6656,0.0000,-1.5625,-4.0000,0.0000,1400
76910,1092.3874,1103.4687,1096.5312,1107.6125,3.2500,7.8125,32.1875,-0.6500,-1.6719,0.2500,-1.5625,-3.9781,0.0000,1400
76951,1093.2937,1104.0625,1097.9375,1108.7062,3.2500,7.7500,32.1875,-0.6500,-1.6719,0.0000,-1.5500,-3.9594,0.1250,1401
76991,1093.3281,1104.3093,1097.6906,1108.6718,3.1875,7.7500,32.1875,-0.6375,-1.6687,0.1250,-1.5500,-3.9406,0.0000,1401
77031,1093.3593,1104.5905,1097.4094,1108.6406,3.0625,7.8125,32.1875,-0.6125,-1.6625,0.2500,-1.5625,-3.9281,-0.1250,1401
77070,1093.1187,1104.3563,1097.6436,1108.8812,3.0625,7.8750,32.1875,-0.6125,-1.6500,0.0000,-1.5750,-3.9188,-0.1250,1401
77110,1092.3968,1103.3780,1096.6219,1107.6031,3.0000,7.8750,32.1250,-0.6000,-1.6375,0.1250,-1.5750,-3.9156,0.0000,1400
77151,1091.4311,1102.4062,1095.5937,1106.5688,2.9375,7.8750,32.1250,-0.5875,-1.6187,0.1250,-1.5750,-3.9125,0.0000,1399
77191,1091.0562,1102.3062,1095.6937,1106.9437,3.0000,7.9375,32.0625,-0.6000,-1.5937,-0.1250,-1.5875,-3.9125,-0.1250,1399
77230,1090.4593,1101.4656,1094.5343,1105.5406,2.9375,7.9375,32.0000,-0.5875,-1.5750,0.1250,-1.5875,-3.9156,0.0000,1398
77270,1090.3500,1101.0937,1094.9062,1105.6499,3.0000,7.8750,32.0000,-0.6000,-1.5531,-0.1250,-1.5750,-3.9219,0.1250,1398
77309,1092.5031,1103.5031,1096.4968,1107.4968,2.9375,7.8750,31.9375,-0.5875,-1.5344,0.1250,-1.5750,-3.9250,0.0000,1400
77349,1093.2531,1104.5344,1097.4655,1108.7468,2.9375,7.9375,31.8750,-0.5875,-1.5188,0.0000,-1.5875,-3.9281,-0.1250,1401
77390,1095.3843,1106.4344,1099.5655,1110.6156,2.9375,7.9375,31.8125,-0.5875,-1.5031,0.0000,-1.5875,-3.9375,0.0000,1403
77430,1096.3874,1107.4562,1100.5437,1111.6125,2.9375,7.9375,31.7500,-0.5875,-1.4906,0.0000,-1.5875,-3.9469,0.0000,1404
77470,1097.2500,1108.6062,1101.3937,1112.7500,2.9375,8.0000,31.7500,-0.5875,-1.4844,0.0000,-1.6000,-3.9531,-0.1250,1405
77510,1097.0999,1108.4937,1101.5062,1112.9000,3.0000,8.0625,31.6875,-0.6000,-1.4781,-0.1250,-1.6125,-3.9594,-0.1250,1405
77550,1097.2031,1108.3657,1101.6342,1112.7968,3.0625,8.0625,31.6250,-0.6125,-1.4781,-0.1250,-1.6125,-3.9688,0.0000,1405
77590,1097.3125,1108.4936,1101.5063,1112.6875,3.0625,8.0625,31.5625,-0.6125,-1.4844,0.0000,-1.6125,-3.9781,0.0000,1405
77630,1097.3031,1108.2218,1101.7781,1112.6968,3.1250,8.0000,31.5625,-0.6250,-1.4875,-0.1250,-1.6000,-3.9844,0.1250,1405
77670,1097.2906,1108.1905,1101.8094,1112.7093,3.1875,7.9375,31.5625,-0.6375,-1.4969,-0.1250,-1.5875,-3.9875,0.1250,1405
77710,1096.4156,1107.0218,1100.9781,1111.5843,3.2500,7.8125,31.5000,-0.6500,-1.5062,-0.1250,-1.5625,-3.9906,0.2500,1404
77750,1094.6906,1104.9655,1099.0344,1109.3093,3.2500,7.6250,31.5000,-0.6500,-1.5219,0.0000,-1.5250,-3.9875,0.3750,1402
77790,1093.3156,1104.0344,1097.9655,1108.6843,3.3125,7.5625,31.4375,-0.6625,-1.5375,-0.1250,-1.5125,-3.9719,0.1250,1401
77830,1092.4531,1103.1093,1096.8906,1107.5468,3.3125,7.5000,31.4375,-0.6625,-1.5562,0.0000,-1.5000,-3.9531,0.1250,1400
77870,1091.3311,1102.1937,1095.8062,1106.6688,3.3125,7.5000,31.3750,-0.6625,-1.5750,0.0000,-1.5000,-3.9313,0.0000,1399
77910,1090.9249,1102.2874,1095.7125,1107.0750,3.3750,7.6250,31.3750,-0.6750,-1.5937,-0.1250,-1.5250,-3.9063,-0.2500,1399
77949,1093.3032,1104.6718,1097.3281,1108.6967,3.2500,7.7500,31.3125,-0.6500,-1.6125,0.2500,-1.5500,-3.8844,-0.2500,1401
77990,1093.8968,1105.2843,1098.7156,1110.1031,3.3125,7.8750,31.3125,-0.6625,-1.6219,-0.1250,-1.5750,-3.8688,-0.2500,1402
78030,1096.1312,1107.5499,1100.4500,1111.8687,3.2500,8.0000,31.2500,-0.6500,-1.6344,0.1250,-1.6000,-3.8594,-0.2500,1404
78070,1097.3874,1108.5812,1101.4187,1112.6125,3.1250,8.0625,31.2500,-0.6250,-1.6406,0.2500,-1.6125,-3.8594,-0.1250,1405
78110,1099.1219,1110.3531,1103.6468,1114.8780,3.1250,8.1250,31.2500,-0.6250,-1.6375,0.0000,-1.6250,-3.8656,-0.1250,1407
78150,1099.2374,1110.5250,1103.4749,1114.7625,3.0625,8.1875,31.1875,-0.6125,-1.6312,0.1250,-1.6375,-3.8813,-0.1250,1407
78190,1099.4937,1110.5875,1103.4124,1114.5062,2.9375,8.1875,31.1875,-0.5875,-1.6219,0.2500,-1.6375,-3.9094,0.0000,1407
78230,1099.0937,1110.2500,1103.7500,1114.9062,3.0000,8.1875,31.1875,-0.6000,-1.6031,-0.1250,-1.6375,-3.9406,0.0000,1407
78270,1100.1999,1111.4250,1104.5749,1115.8000,3.0000,8.1875,31.1875,-0.6000,-1.5875,0.0000,-1.6375,-3.9750,0.0000,1408
78311,1100.4561,1111.4749,1104.5250,1115.5438,2.9375,8.1250,31.1875,-0.5875,-1.5719,0.1250,-1.6250,-4.0094,0.1250,1408
78351,1099.2031,1110.2468,1103.7531,1114.7968,3.0000,8.0625,31.2500,-0.6000,-1.5500,-0.1250,-1.6125,-4.0344,0.1250,1407
78391,1097.2000,1108.5250,1101.4749,1112.7999,3.0000,8.0625,31.2500,-0.6000,-1.5375,0.0000,-1.6125,-4.0500,0.0000,1405
78430,1096.0687,1107.1375,1100.8624,1111.9312,3.1250,8.0000,31.3125,-0.6250,-1.5219,-0.2500,-1.6000,-4.0594,0.1250,1404
78470,1095.2000,1106.2437,1099.7562,1110.7999,3.1875,7.9375,31.3750,-0.6375,-1.5156,-0.1250,-1.5875,-4.0594,0.1250,1403
78512,1095.3405,1106.3469,1099.6530,1110.6594,3.1875,7.8750,31.3750,-0.6375,-1.5188,0.0000,-1.5750,-4.0531,0.1250,1403
78551,1096.3625,1107.0437,1100.9562,1111.6374,3.2500,7.7500,31.4375,-0.6500,-1.5219,-0.1250,-1.5500,-4.0406,0.2500,1404
78590,1099.3874,1110.2500,1103.7500,1114.6125,3.2500,7.6875,31.5000,-0.6500,-1.5312,0.0000,-1.5375,-4.0188,0.1250,1407
78629,1102.2718,1113.3343,1106.6656,1117.7281,3.2500,7.6875,31.5000,-0.6500,-1.5469,0.0000,-1.5375,-3.9938,0.0000,1410
78671,1105.2844,1116.2968,1109.7031,1120.7155,3.2500,7.6875,31.5625,-0.6500,-1.5594,0.0000,-1.5375,-3.9688,0.0000,1413
78711,1108.2968,1119.5344,1112.4655,1123.7031,3.1875,7.7500,31.6250,-0.6375,-1.5719,0.1250,-1.5500,-3.9438,-0.1250,1416
78751,1109.0280,1120.2531,1113.7468,1124.9719,3.2500,7.8125,31.6875,-0.6500,-1.5844,-0.1250,-1.5625,-3.9250,-0.1250,1417
78791,1109.2781,1120.2281,1113.7718,1124.7218,3.2500,7.8125,31.6875,-0.6500,-1.5969,0.0000,-1.5625,-3.9125,0.0000,1417
78830,1109.6906,1120.0656,1113.9343,1124.3093,3.1875,7.6875,31.6875,-0.6375,-1.6094,0.1250,-1.5375,-3.9000,0.2500,1417
78870,1109.6031,1119.8968,1114.1031,1124.3968,3.1875,7.5625,31.7500,-0.6375,-1.6125,0.0000,-1.5125,-3.8844,0.2500,1417
78911,1109.5093,1119.7156,1114.2843,1124.4906,3.2500,7.4375,31.7500,-0.6500,-1.6125,-0.1250,-1.4875,-3.8656,0.2500,1417
78951,1109.8155,1119.9281,1114.0718,1124.1844,3.1875,7.3125,31.6875,-0.6375,-1.6156,0.1250,-1.4625,-3.8438,0.2500,1417
78991,1107.3281,1117.6218,1112.3781,1122.6718,3.3125,7.2500,31.6875,-0.6625,-1.6125,-0.2500,-1.4500,-3.8219,0.1250,1415
79030,1106.4719,1116.9719,1111.0280,1121.5280,3.3125,7.2500,31.6250,-0.6625,-1.6156,0.0000,-1.4500,-3.8000,0.0000,1414
79070,1105.3530,1116.3593,1109.6406,1120.6469,3.2500,7.3750,31.5625,-0.6500,-1.6187,0.1250,-1.4750,-3.7781,-0.2500,1413
79111,1103.9437,1115.2437,1108.7562,1120.0562,3.3125,7.5625,31.5000,-0.6625,-1.6187,-0.1250,-1.5125,-3.7625,-0.3750,1412
79151,1102.8968,1114.8031,1107.1968,1119.1031,3.2500,7.8750,31.4375,-0.6500,-1.6250,0.1250,-1.5750,-3.7531,-0.6250,1411
79191,1102.9812,1114.4687,1107.5312,1119.0187,3.2500,8.0625,31.3750,-0.6500,-1.6250,0.0000,-1.6125,-3.7563,-0.3750,1411
79229,1103.9312,1115.2437,1108.7562,1120.0687,3.3125,8.1875,31.3125,-0.6625,-1.6250,-0.1250,-1.6375,-3.7688,-0.2500,1412
79270,1105.2750,1116.4124,1109.5875,1120.7249,3.2500,8.2500,31.1875,-0.6500,-1.6312,0.1250,-1.6500,-3.7938,-0.1250,1413
79311,1106.3750,1116.7812,1111.2187,1121.6250,3.3125,8.1250,31.1250,-0.6625,-1.6344,-0.1250,-1.6250,-3.8281,0.2500,1414
79351,1107.7625,1117.9124,1112.0875,1122.2374,3.2500,7.9375,31.0625,-0.6500,-1.6375,0.1250,-1.5875,-3.8625,0.3750,1415
79391,1109.7781,1119.9156,1114.0843,1124.2218,3.1875,7.7500,30.9375,-0.6375,-1.6406,0.1250,-1.5500,-3.8937,0.3750,1417
79430,1109.8093,1119.3718,1114.6281,1124.1906,3.2500,7.4375,30.8750,-0.6500,-1.6344,-0.1250,-1.4875,-3.9188,0.6250,1417
79470,1109.8531,1120.1343,1113.8656,1124.1468,3.1250,7.3125,30.7500,-0.6250,-1.6312,0.2500,-1.4625,-3.9281,0.2500,1417
79511,1108.7749,1119.0000,1113.0000,1123.2250,3.0625,7.1875,30.6250,-0.6125,-1.6250,0.1250,-1.4375,-3.9250,0.2500,1416
79551,1108.2937,1118.9812,1113.0187,1123.7062,3.1250,7.1875,30.5625,-0.6250,-1.6125,-0.1250,-1.4375,-3.9063,0.0000,1416
79591,1108.3218,1119.4906,1112.5093,1123.6781,3.0625,7.3125,30.3750,-0.6125,-1.6062,0.1250,-1.4625,-3.8719,-0.2500,1416
79630,1106.9437,1118.3624,1111.6375,1123.0562,3.1250,7.5000,30.3125,-0.6250,-1.5969,-0.1250,-1.5000,-3.8344,-0.3750,1415
79670,1105.8000,1117.5000,1110.5000,1122.1999,3.1875,7.7500,30.1875,-0.6375,-1.5875,-0.1250,-1.5500,-3.8000,-0.5000,1414
79711,1105.3155,1116.7906,1109.2093,1120.6844,3.0625,7.9375,30.0625,-0.6125,-1.5844,0.2500,-1.5875,-3.7750,-0.3750,1413
79751,1104.0499,1115.3062,1108.6937,1119.9500,3.1250,8.0625,29.9375,-0.6250,-1.5719,-0.1250,-1.6125,-3.7656,-0.2500,1412
79791,1102.5625,1113.3312,1106.6687,1117.4375,3.0625,8.0625,29.8125,-0.6125,-1.5656,0.1250,-1.6125,-3.7719,0.0000,1410
79830,1103.4282,1113.9531,1108.0468,1118.5717,3.1250,8.0000,29.6875,-0.6250,-1.5594,-0.1250,-1.6000,-3.7875,0.1250,1411
